vm_id,vm_category,core_count_bucket,memory_bucket,provisioned_vcpu,provisioned_memory_gb,telemetry_readings,cpu_typical_utilization_pct,cpu_peak_utilization_pct,cpu_utilization_std_pct,cpu_idle_fraction,cpu_saturation_fraction,memory_typical_utilization_pct,memory_peak_utilization_pct,memory_utilization_std_pct,memory_idle_fraction,memory_saturation_fraction,business_hours_cpu_uplift_pct_points,cpu_burstiness_raw,cpu_burstiness_capped
vm_00017,Interactive,large_8_16,xxlarge_64_128,8,64,563,27.551207815275312,80.88,19.926227301766062,0.12255772646536411,0.0,67.46761989342806,83.38,5.3795727070154955,0.0,0.0,33.07361637180786,2.9356244757864087,2.9356244757864087
vm_00019,Interactive,small_2_4,medium_8_16,2,8,559,35.84239713774598,57.89,6.023002887055828,0.0,0.0,39.6795885509839,47.35,1.116217214449252,0.0,0.0,0.9135042735042731,1.615126348204972,1.615126348204972
vm_00021,Delay-Insensitive,large_8_16,medium_8_16,8,8,558,53.86035842293907,97.78,10.839275294952904,0.0,0.007168458781362007,40.10073476702509,54.82,2.5713116195407926,0.0,0.0,0.927368504772005,1.8154353751637047,1.8154353751637047
vm_00023,Delay-Insensitive,medium_4_8,large_16_32,4,16,556,55.0330035971223,96.77,11.422461756721743,0.0,0.007194244604316547,44.43778776978417,65.44,3.1709275020639707,0.0,0.0,1.4139889314601959,1.758399390816825,1.758399390816825
vm_00025,Interactive,medium_4_8,xxlarge_64_128,4,64,562,35.90905693950178,62.23,6.038841686364461,0.0,0.0,42.1370640569395,52.87,1.4618528128759405,0.0,0.0,1.7999179728317642,1.732988981159899,1.732988981159899
vm_00028,Interactive,large_8_16,medium_8_16,8,8,554,4.990956678700361,13.77,2.4532386952290337,0.47653429602888087,0.0,19.35541516245487,23.4,0.8373385834164224,0.0,0.0,0.06729821968424599,2.758990086763424,2.758990086763424
vm_00029,Interactive,xxlarge_32_64,small_4_8,32,4,560,27.23682142857143,93.19,20.009606706292516,0.13392857142857142,0.0035714285714285713,62.324285714285715,73.44,2.440874251090086,0.0,0.0,33.02882544177022,3.4214711964239584,3.4214711964239584
vm_00030,Delay-Insensitive,medium_4_8,medium_8_16,4,8,561,55.175347593582885,99.93,11.266176382462184,0.0,0.0035650623885918,28.576417112299467,50.47,2.628888174276246,0.0,0.0,-0.25288367978770765,1.811134942657294,1.811134942657294
vm_00031,Interactive,small_2_4,medium_8_16,2,8,557,27.053482944344704,81.29,20.09415164403124,0.11490125673249552,0.0,79.61285457809694,98.14,7.197921382761243,0.0,0.19210053859964094,34.36883978194389,3.0047887056624987,3.0047887056624987
vm_00032,Interactive,large_8_16,small_4_8,8,4,555,35.91252252252252,59.53,5.836358445724762,0.0,0.0,29.598846846846847,39.84,2.9287421869808536,0.0,0.0,1.4626354489164086,1.6576390578708524,1.6576390578708524
vm_00033,Interactive,small_2_4,small_4_8,2,4,561,33.414616755793226,100.0,29.429562279601317,0.1800356506238859,0.12121212121212122,28.26288770053476,37.91,1.5404022676868798,0.0,0.0,51.8305974025974,2.9927022874701263,2.9927022874701263
vm_00034,Delay-Insensitive,xxlarge_32_64,xxlarge_64_128,32,64,556,55.353597122302155,100.0,11.02180722953204,0.0,0.023381294964028777,51.427643884892085,69.42,4.7327771809081645,0.0,0.0,0.8120572584078332,1.8065673271251537,1.8065673271251537
vm_00035,Interactive,small_2_4,small_4_8,2,4,553,35.61455696202531,58.85,5.81761342266811,0.0,0.0,36.23609403254973,43.16,1.1037485233222533,0.0,0.0,2.1237464709203877,1.6524142098061172,1.6524142098061172
vm_00036,Interactive,xxlarge_32_64,small_4_8,32,4,561,4.91536541889483,15.58,2.3857639350385393,0.5187165775401069,0.0,23.810071301247774,29.71,2.820464753099827,0.0,0.0,0.2271251658558162,3.1696524413240885,3.1696524413240885
vm_00037,Interactive,medium_4_8,xxlarge_64_128,4,64,553,4.93880650994575,12.63,2.466868215043584,0.49005424954792043,0.0,20.399222423146476,23.26,0.8155365949834267,0.0,0.0,-0.15574788398296402,2.557297997920298,2.557297997920298
vm_00038,Interactive,xxlarge_32_64,xxlarge_64_128,32,64,568,5.138961267605634,15.17,2.488679089495087,0.4894366197183099,0.0,20.877077464788734,25.68,0.8127395575120504,0.0,0.0,0.31232998075133533,2.951958423120801,2.951958423120801
vm_00039,Delay-Insensitive,xlarge_16_32,xxlarge_64_128,16,64,559,54.821019677996425,100.0,10.981305711219775,0.0,0.03577817531305903,44.089230769230774,57.09,4.109843976063074,0.0,0.0,0.7418691268081403,1.8241178399703701,1.8241178399703701
vm_00040,Interactive,xxlarge_32_64,xxlarge_64_128,32,64,556,27.073723021582733,89.96,19.725122664565447,0.12050359712230216,0.0,61.37406474820145,72.49,2.130638450044757,0.0,0.0,28.70740740740741,3.3227790624985465,3.3227790624985465
vm_00041,Interactive,small_2_4,small_4_8,2,4,561,27.12673796791444,89.09,19.41853821234831,0.1140819964349376,0.0,69.92622103386809,87.67,3.1078277865828907,0.0,0.0,31.94442797773073,3.284213535198218,3.284213535198218
vm_00042,Interactive,xxlarge_32_64,large_16_32,32,16,557,26.946032315978456,88.54,20.290499155805882,0.1490125673249551,0.0,69.4942908438061,86.63,2.8915181858073886,0.0,0.0,29.08290606028331,3.2858269804529834,3.2858269804529834
vm_00043,Interactive,xlarge_16_32,large_16_32,16,16,561,27.35235294117647,87.78,20.624448412283037,0.13725490196078433,0.0,73.74515151515152,84.96,2.6495858207737157,0.0,0.0,30.48350309731044,3.2092303060280867,3.2092303060280867
vm_00045,Delay-Insensitive,xxlarge_32_64,large_16_32,32,16,559,4.028568872987477,11.44,1.985357084021004,0.6636851520572451,0.0,17.37567084078712,21.11,0.8084718575848133,0.0,0.0,-0.0763913043478257,2.839718113473981,2.839718113473981
vm_00046,Interactive,xxlarge_32_64,xxlarge_64_128,32,64,557,35.43543985637343,59.32,6.193505303514936,0.0,0.0,43.336768402154405,51.01,2.751841496947726,0.0,0.0,1.7669585351009474,1.6740302996219387,1.6740302996219387
vm_00047,Interactive,medium_4_8,small_4_8,4,4,565,35.794176991150444,63.01,6.230868384076369,0.0,0.0,28.053893805309738,37.99,1.0254350690810563,0.0,0.0,0.6585357833655721,1.7603421924068332,1.7603421924068332
vm_00048,Interactive,small_2_4,xlarge_32_64,2,32,561,35.79827094474154,58.04,6.119779411117982,0.0,0.0,29.24417112299465,35.0,1.2252851268554605,0.0,0.0,1.3702301173402773,1.621307355586837,1.621307355586837
vm_00049,Interactive,large_8_16,xxlarge_64_128,8,64,560,35.83394642857142,66.12,6.122336239924436,0.0,0.0,31.87857142857143,38.52,1.8450887559275255,0.0,0.0,2.0549531914893606,1.8451777320089047,1.8451777320089047
vm_00050,Interactive,small_2_4,xlarge_32_64,2,32,554,27.24967509025271,84.0,20.195900150675403,0.1299638989169675,0.0,66.62093862815884,80.96,1.9957791409848367,0.0,0.0,33.90205475040258,3.082605562150246,3.082605562150246
vm_00051,Interactive,small_2_4,xlarge_32_64,2,32,565,27.532442477876106,77.29,19.609006345027456,0.11150442477876106,0.0,65.44283185840708,77.86,3.6855635242363984,0.0,0.0,27.50863325328582,2.8072336866628143,2.8072336866628143
vm_00052,Delay-Insensitive,large_8_16,large_16_32,8,16,552,4.015416666666667,10.59,1.9371375331772498,0.7010869565217391,0.0,13.119619565217391,15.85,0.7741115393361522,0.0,0.0,-0.1595465838509318,2.6373352703123376,2.6373352703123376
vm_00053,Interactive,medium_4_8,large_16_32,4,16,560,27.242,85.81,20.039966781971987,0.11964285714285715,0.0,69.07733928571429,83.51,4.936510274987255,0.0,0.0,32.638309269721695,3.1499155715439393,3.1499155715439393
vm_00054,Interactive,xlarge_16_32,xlarge_32_64,16,32,558,35.74569892473118,60.36,6.202430646122766,0.0,0.0,36.935967741935485,43.51,1.575041094000591,0.0,0.0,2.044547526513412,1.6885947628859779,1.6885947628859779
vm_00055,Interactive,xxlarge_32_64,xlarge_32_64,32,32,554,27.209620938628156,85.26,19.634957027431266,0.12274368231046931,0.0,50.82483754512635,71.5,5.670978916580015,0.0,0.0,26.708993360462628,3.1334504876898372,3.1334504876898372
vm_00056,Interactive,xlarge_16_32,xxlarge_64_128,16,64,553,26.85376130198915,79.54,19.934484303592267,0.12296564195298372,0.0,73.25526220614829,92.74,5.997379498245748,0.0,0.02531645569620253,33.34372566967291,2.961968683102438,2.961968683102438
vm_00057,Interactive,medium_4_8,small_4_8,4,4,562,27.523202846975092,89.84,19.789370768864416,0.11921708185053381,0.0,62.25656583629894,72.97,2.821320367009891,0.0,0.0,28.4689070442992,3.26415499313423,3.26415499313423
vm_00058,Interactive,medium_4_8,xlarge_32_64,4,32,552,33.72733695652174,100.0,28.971278178913863,0.18115942028985507,0.08514492753623189,35.00702898550725,45.56,2.9439977164583992,0.0,0.0,50.995417478882395,2.9649539223601034,2.9649539223601034
vm_00059,Delay-Insensitive,xlarge_16_32,medium_8_16,16,8,555,55.161585585585584,100.0,10.68625428737201,0.0,0.012612612612612612,41.35131531531531,54.59,2.860549333720622,0.0,0.0,-0.11094274921638458,1.8128557933644907,1.8128557933644907
vm_00060,Interactive,small_2_4,large_16_32,2,16,556,27.339892086330934,90.12,20.553949489768954,0.12589928057553956,0.0017985611510791368,62.8866726618705,73.4,2.741448273924309,0.0,0.0,29.029379523201357,3.296282213383611,3.296282213383611
vm_00061,Interactive,large_8_16,xlarge_32_64,8,32,564,33.31524822695035,100.0,29.395126596282136,0.19326241134751773,0.11347517730496454,30.360886524822696,39.66,1.4484519553749324,0.0,0.0,44.71672643654403,3.0016285431457495,3.0016285431457495
vm_00062,Interactive,small_2_4,small_4_8,2,4,545,33.97308256880734,100.0,29.607683230694107,0.20550458715596331,0.09724770642201835,31.4325871559633,41.5,1.645876672858938,0.0,0.0,51.38024816555363,2.943506813003063,2.943506813003063
vm_00063,Delay-Insensitive,small_2_4,medium_8_16,2,8,563,55.99811722912966,100.0,11.063414974467191,0.0,0.019538188277087035,28.586074600355243,39.76,2.8415780616667767,0.0,0.0,0.5010921280836627,1.78577432506929,1.78577432506929
vm_00064,Delay-Insensitive,xxlarge_32_64,small_4_8,32,4,555,14.270756756756757,27.81,3.9065034367546305,0.007207207207207207,0.0,84.50985585585586,87.88,0.7982858310114423,0.0,0.0,-0.05964590375020329,1.9487403838505504,1.9487403838505504
vm_00065,Interactive,xxlarge_32_64,medium_8_16,32,8,559,33.26309481216458,100.0,29.292092531081117,0.18425760286225404,0.11449016100178891,30.62171735241503,41.07,1.501114610577431,0.0,0.0,45.75279475982532,3.006334815347043,3.006334815347043
vm_00066,Interactive,large_8_16,small_4_8,8,4,561,33.40078431372549,100.0,29.122086079091925,0.1925133689839572,0.058823529411764705,22.876238859180035,31.35,1.5339221227163717,0.0,0.0,43.49068607231432,2.993941670971681,2.993941670971681
vm_00067,Interactive,xlarge_16_32,large_16_32,16,16,553,33.98947558770344,100.0,29.554746938052432,0.16455696202531644,0.06329113924050633,31.44135623869801,41.82,1.5884414262196633,0.0,0.0,52.23525999297316,2.942087168775783,2.942087168775783
vm_00069,Interactive,medium_4_8,small_4_8,4,4,563,27.506110124333926,83.45,19.415299392497314,0.10657193605683836,0.0,50.263570159857906,65.9,6.023904623331442,0.0,0.0,26.842676811028735,3.0338713697715476,3.0338713697715476
vm_00071,Interactive,large_8_16,xxlarge_64_128,8,64,558,4.914408602150537,17.54,2.4892209833278542,0.546594982078853,0.0,15.776774193548388,20.68,0.7687666374237223,0.0,0.0,0.24267414988445069,3.5690967967792755,3.5305158581406437
vm_00072,Interactive,large_8_16,xxlarge_64_128,8,64,561,27.83395721925134,80.79,19.88987796302131,0.1051693404634581,0.0,66.9702495543672,86.71,5.542346293548583,0.0,0.0,32.67193447330635,2.9025696692571494,2.9025696692571494
vm_00073,Interactive,small_2_4,large_16_32,2,16,559,35.51543828264759,62.38,5.840387082046665,0.0,0.0,37.68824686940966,44.68,0.9984429472306321,0.0,0.0,0.0876016548463383,1.7564192648715844,1.7564192648715844
vm_00074,Interactive,small_2_4,small_4_8,2,4,559,35.394007155635066,60.68,6.182132686952661,0.0,0.0,38.98792486583184,45.39,1.634735952966676,0.0,0.0,1.1516910524095678,1.7144145259726309,1.7144145259726309
vm_00075,Interactive,xlarge_16_32,medium_8_16,16,8,557,5.0733393177737875,15.36,2.491654989017671,0.47755834829443444,0.0,16.58028725314183,20.13,0.8578192549551196,0.0,0.0,-0.1741511206371884,3.0275916980731465,3.0275916980731465
vm_00077,Interactive,medium_4_8,medium_8_16,4,8,565,5.08458407079646,12.91,2.429188722546236,0.46371681415929206,0.0,12.61295575221239,16.82,0.7844810859923881,0.0,0.0,-0.02773823339780801,2.5390474068762425,2.5390474068762425
vm_00078,Delay-Insensitive,small_2_4,small_4_8,2,4,555,54.86365765765766,100.0,11.09683155375486,0.0,0.014414414414414415,36.420882882882886,52.29,2.5623129032295515,0.0,0.0,-0.1738562631621008,1.8227002039125326,1.8227002039125326
vm_00079,Interactive,large_8_16,xxlarge_64_128,8,64,554,27.352743682310468,78.9,19.904496608186843,0.11913357400722022,0.0,66.6856678700361,82.2,2.480349900536664,0.0,0.0,33.42175952764359,2.8845369560138905,2.8845369560138905
vm_00081,Interactive,xlarge_16_32,medium_8_16,16,8,560,4.9519464285714285,15.28,2.4653711809252528,0.5285714285714286,0.0,18.669142857142855,23.39,0.7628235711253625,0.0,0.0,-0.36848296888141263,3.085655351971988,3.085655351971988
vm_00083,Delay-Insensitive,large_8_16,large_16_32,8,16,556,55.52602517985612,96.83,10.805401595118868,0.0,0.03237410071942446,34.65462230215827,53.39,2.9008649908131097,0.0,0.0,-1.9387086584912723,1.7438669468299748,1.7438669468299748
vm_00085,Interactive,medium_4_8,xlarge_32_64,4,32,562,35.561138790035585,59.77,6.046040361132165,0.0,0.0,28.299679715302492,34.3,1.0616329049460043,0.0,0.0,0.91558932099408,1.6807673216794696,1.6807673216794696
vm_00086,Interactive,large_8_16,xlarge_32_64,8,32,558,5.025627240143369,15.4,2.4880816554117198,0.4731182795698925,0.0,15.602168458781362,19.19,0.794814518480837,0.0,0.0,-0.08494459172852586,3.064294119744678,3.064294119744678
vm_00087,Interactive,large_8_16,medium_8_16,8,8,555,34.30335135135135,100.0,29.89136859606808,0.17657657657657658,0.11531531531531532,37.68666666666667,51.95,2.3896361418620566,0.0,0.0,46.870988977260595,2.915167062709183,2.915167062709183
vm_00088,Delay-Insensitive,small_2_4,xxlarge_64_128,2,64,558,14.016559139784945,31.01,3.9389866903058257,0.007168458781362007,0.0,87.01808243727598,93.92,1.1861700419485806,0.0,0.05734767025089606,-0.3808484092326889,2.2123832026635166,2.2123832026635166
vm_00089,Interactive,small_2_4,xlarge_32_64,2,32,558,34.17041218637993,100.0,29.395142095666266,0.18458781362007168,0.07885304659498207,27.015501792114694,40.85,3.094505238991185,0.0,0.0,41.32292823384566,2.926508449899801,2.926508449899801
vm_00091,Interactive,xlarge_16_32,xxlarge_64_128,16,64,557,5.052010771992818,11.96,2.4721506190636924,0.47755834829443444,0.0,17.221938958707362,22.07,0.7957107427924529,0.0,0.0,-0.14443398484244074,2.3673742079695237,2.3673742079695237
vm_00092,Interactive,xxlarge_32_64,xlarge_32_64,32,32,563,33.728117229129666,100.0,29.232003722711095,0.18294849023090587,0.0586145648312611,37.12866785079929,49.57,3.8636754625449647,0.0,0.0,46.85973621759767,2.964885330558383,2.964885330558383
vm_00094,Interactive,xlarge_16_32,small_4_8,16,4,551,26.941506352087114,83.35,19.903419918547932,0.11796733212341198,0.0,58.60453720508167,81.39,4.161090472676016,0.0,0.0,27.999498706603134,3.09373941125393,3.09373941125393
vm_00095,Delay-Insensitive,medium_4_8,xxlarge_64_128,4,64,554,14.126750902527077,33.54,4.210137028697054,0.01444043321299639,0.0,81.11332129963898,84.51,0.7491949733901729,0.0,0.0,0.10907697050111942,2.3742189716108157,2.3742189716108157
vm_00097,Interactive,xlarge_16_32,xlarge_32_64,16,32,564,4.9964007092198575,15.28,2.599179947680765,0.5035460992907801,0.0,15.16136524822695,19.29,0.7955159063765868,0.0,0.0,-0.38060182370820606,3.0582014712718735,3.0582014712718735
vm_00098,Interactive,small_2_4,medium_8_16,2,8,558,4.984444444444445,14.19,2.3797708871578505,0.503584229390681,0.0,12.481487455197133,17.09,0.8596939723263132,0.0,0.0,0.31642743221690495,2.8468568880962994,2.8468568880962994
vm_00099,Interactive,xlarge_16_32,xxlarge_64_128,16,64,556,35.5796582733813,65.39,6.349177493027537,0.0,0.0,29.629892086330937,36.1,1.050865789362551,0.0,0.0,1.6167801531801445,1.8378478932418845,1.8378478932418845
vm_00100,Delay-Insensitive,medium_4_8,xlarge_32_64,4,32,563,55.11671403197158,100.0,11.180320011220978,0.0,0.019538188277087035,35.43337477797514,48.97,3.3742902741100194,0.0,0.0,-0.021069415218342158,1.8143316733648698,1.8143316733648698
vm_00101,Interactive,xlarge_16_32,medium_8_16,16,8,562,27.35870106761566,81.81,19.99822793182321,0.1298932384341637,0.0,66.40080071174377,84.69,5.944323996155116,0.0,0.0,33.39455336668752,2.9902735439745727,2.9902735439745727
vm_00104,Interactive,xxlarge_32_64,xlarge_32_64,32,32,560,35.648125,58.05,6.242832990001854,0.0,0.0,36.75783928571428,43.38,1.24139938171796,0.0,0.0,2.2734950972681034,1.628416641828988,1.628416641828988
vm_00105,Interactive,xlarge_16_32,medium_8_16,16,8,556,26.952338129496404,89.09,20.620190977892072,0.13848920863309352,0.0,55.40994604316547,67.35,2.427846299653467,0.0,0.0,28.85623256743257,3.3054646157952687,3.3054646157952687
vm_00106,Interactive,medium_4_8,large_16_32,4,16,560,5.168607142857143,12.75,2.521651613111837,0.4714285714285714,0.0,15.860767857142859,19.41,0.8343452327904767,0.0,0.0,0.005410127641765072,2.466815458710208,2.466815458710208
vm_00107,Interactive,medium_4_8,small_4_8,4,4,553,33.55602169981917,100.0,29.742559008781207,0.19349005424954793,0.039783001808318265,29.158770343580468,37.9,1.6855486376380637,0.0,0.0,49.442286714228025,2.9800910517511943,2.9800910517511943
vm_00108,Interactive,xxlarge_32_64,xxlarge_64_128,32,64,554,36.07119133574007,59.58,5.825897755204944,0.0,0.0,42.43462093862816,53.5,1.6596870935383208,0.0,0.0,0.8598302634397044,1.6517336354501528,1.6517336354501528
vm_00109,Interactive,xlarge_16_32,medium_8_16,16,8,555,35.85295495495495,63.37,6.316404142277552,0.0,0.0,28.906396396396396,42.91,2.473012308640488,0.0,0.0,0.9200649595179797,1.7674972698796234,1.7674972698796234
vm_00110,Interactive,xxlarge_32_64,xxlarge_64_128,32,64,559,27.17035778175313,89.7,20.834272973581598,0.12880143112701253,0.0,76.00357781753131,95.15,3.343509264436211,0.0,0.11449016100178891,30.18574437757365,3.301391933095562,3.301391933095562
vm_00112,Interactive,small_2_4,xxlarge_64_128,2,64,557,26.855601436265708,86.65,19.942739998290666,0.13644524236983843,0.0,76.11238779174147,98.72,4.953616316584991,0.0,0.11310592459605028,34.0083328895516,3.226514967674049,3.226514967674049
vm_00113,Interactive,small_2_4,small_4_8,2,4,558,33.816810035842295,100.0,29.151925235266322,0.16487455197132617,0.12186379928315412,25.316433691756274,33.21,1.684852359719193,0.0,0.0,49.788200484530755,2.95710919788148,2.95710919788148
vm_00114,Delay-Insensitive,large_8_16,large_16_32,8,16,560,4.110678571428571,11.55,1.9489629103746042,0.6571428571428571,0.0,8.600946428571428,12.16,0.8104436806823065,0.0,0.0,-0.051494953742641236,2.8097550804090394,2.8097550804090394
vm_00117,Interactive,small_2_4,large_16_32,2,16,559,5.182898032200358,14.37,2.4133105005409505,0.4597495527728086,0.0,13.584007155635062,18.05,0.7753376232688776,0.0,0.0,-0.34435384615384557,2.77258011072607,2.77258011072607
vm_00118,Interactive,large_8_16,xlarge_32_64,8,32,554,34.74151624548736,100.0,29.628196833530495,0.17328519855595667,0.08664259927797834,33.947833935018046,40.83,1.5325913244146094,0.0,0.0,46.44621527079732,2.8784005652887754,2.8784005652887754
vm_00120,Interactive,small_2_4,xlarge_32_64,2,32,556,4.817014388489208,13.4,2.4155513588744424,0.5233812949640287,0.0,21.29938848920863,25.96,0.796187528372388,0.0,0.0,-0.09197439317151179,2.781806097988993,2.781806097988993
vm_00121,Interactive,small_2_4,medium_8_16,2,8,559,28.18443649373882,92.48,20.13715792722977,0.10554561717352415,0.0035778175313059034,74.3191771019678,87.76,3.3139116513173343,0.0,0.0,31.289813773624754,3.2812435338398362,3.2812435338398362
vm_00122,Interactive,small_2_4,xxlarge_64_128,2,64,555,27.249765765765765,84.26,20.236294344316118,0.13153153153153152,0.0,68.96106306306307,80.19,2.6292403512299543,0.0,0.0,29.137456309122978,3.092136670982212,3.092136670982212
vm_00124,Interactive,large_8_16,small_4_8,8,4,561,33.11814616755793,100.0,29.480217340011436,0.20320855614973263,0.0677361853832442,31.837896613190733,39.1,1.7617681449143439,0.0,0.0,52.76670941065634,3.019492682170676,3.019492682170676
vm_00125,Interactive,small_2_4,medium_8_16,2,8,558,35.61358422939068,57.92,6.234982277950568,0.0,0.0,33.16872759856631,41.03,1.5646607840395543,0.0,0.0,0.8254249762583115,1.6263457119881968,1.6263457119881968
vm_00126,Interactive,xxlarge_32_64,medium_8_16,32,8,558,33.48888888888889,100.0,29.73573212502043,0.1935483870967742,0.09498207885304659,21.543440860215053,30.13,2.404167758207016,0.0,0.0,44.56998851105975,2.9860650298606504,2.9860650298606504
vm_00128,Interactive,medium_4_8,large_16_32,4,16,557,5.077019748653501,14.27,2.4341136882756764,0.5080789946140036,0.0,19.307594254937165,24.99,0.8038363235602436,0.0,0.0,-0.1938459915611812,2.810704056013296,2.810704056013296
vm_00129,Interactive,medium_4_8,medium_8_16,4,8,562,27.746583629893237,91.76,20.25566256694583,0.12099644128113879,0.005338078291814947,68.5117615658363,90.4,4.960890459005982,0.0,0.0071174377224199285,29.61814119331121,3.3070738085801983,3.3070738085801983
vm_00130,Delay-Insensitive,medium_4_8,large_16_32,4,16,559,55.65742397137746,94.59,10.845664932703341,0.0,0.005366726296958855,53.04332737030412,69.73,3.0517800232322387,0.0,0.0,-0.9899019194818308,1.6995037364403376,1.6995037364403376
vm_00131,Interactive,large_8_16,large_16_32,8,16,567,4.985132275132275,13.83,2.379723298447116,0.5114638447971781,0.0,21.88610229276896,26.32,0.845176175068171,0.0,0.0,-0.09553742630094941,2.7742493552255914,2.7742493552255914
vm_00133,Interactive,medium_4_8,xlarge_32_64,4,32,556,33.74744604316547,100.0,29.971419165579817,0.1960431654676259,0.08093525179856115,28.773273381294963,41.3,2.4817950646953117,0.0,0.0,47.63801333688984,2.963187195620452,2.963187195620452
vm_00134,Interactive,large_8_16,xxlarge_64_128,8,64,558,5.068315412186379,14.95,2.440373980407587,0.4874551971326165,0.0,21.02913978494624,25.9,1.1572328065587683,0.0,0.0,-0.0540975033514286,2.9496980326153066,2.9496980326153066
vm_00135,Interactive,medium_4_8,medium_8_16,4,8,566,27.638250883392224,89.46,19.606051872636716,0.11837455830388692,0.0,74.3635335689046,91.29,2.972125645833863,0.0,0.00530035335689046,31.345311795449888,3.2368184360666743,3.2368184360666743
vm_00136,Interactive,large_8_16,xxlarge_64_128,8,64,560,5.19175,14.33,2.340027324657367,0.4660714285714286,0.0,15.706589285714287,22.37,1.5623010559777937,0.0,0.0,0.13581291172595567,2.760148312226128,2.760148312226128
vm_00137,Interactive,large_8_16,small_4_8,8,4,563,26.728934280639432,81.12,19.392779940195286,0.11900532859680284,0.0,66.02619893428064,86.05,4.0557073852188115,0.0,0.0,27.82688092509636,3.0349133694700896,3.0349133694700896
